cuce,entidad,objeto_de_contratacion,subasta,fecha_Presentación,archivos
25-0081-16-1538029-1-1,Administradora De Terminal Terrestre Santa Cruz,Adquisicion De Materiales Electricos Para El Area De Mantenimiento De La Attsc,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0513-00-1540344-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Adquisición De Ropa De Trabajo Para El Drcb,Si,04/04/2025,
25-1201-00-1539189-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Reactivos Y Sustancias Controladas Para Analisis Del Gmma Gestion 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1530-00-1540367-1-1,Gobierno Autonomo Municipal De Uyuni,Adquisición De Medicamentos E Insumos Para La Ley 1152 Primer Nivel De Atención Rssm Safci Uyuni Gestión 2025,Si,07/04/2025,
25-1301-00-1540357-1-1,Gobierno Autonomo Municipal De Cochabamba,Fortal. Institucional Para La Subalcaldia Molleitem Equipo Topografico Rtk,Si,04/04/2025,"Especificaciones Tecnicas
Convocatoria
Documento Base de Contratacion"
25-0146-00-1540292-1-1,Universidad Autonoma Gabriel Rene Moreno,F.C.F.B. Compra De 2 Aires Acondicionados De 36.000 Btu Para Aulas 05 Y 12 Del Laboratorio Académico - Uagrm,No,04/04/2025,"Oferta del Proveedor Identificado
Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0660-07-1540172-1-1,Direccion Administrativa Y Financiera - Organo Judicial - Santa Cruz,Segunda Adquisicion De Material De Escritorio Para Stock De Almacen Del Organo Judicial Distrito Santa Cruz - Gestion 2025,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0292-00-1539108-1-1,Vias Bolivia,Adquisición De Medicamentos Para Botiquines Para Las Estaciones De Peaje-Pesaje Y Oficina Regional Potosí (Compro Hecho En Bolivia),Si,04/04/2025,
25-2317-00-1540328-1-1,Empresa Municipal De Asfaltos Y Vias - Emavias,Adquisicion De Ruedas,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0376-00-1539981-1-1,Agencia Boliviana De Energia Nuclear,Adquisicion De Toner Para Las Impresoras Del Centro De Medicina Nuclear Y Radioterapia Santa Cruz,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1530-00-1540332-1-1,Gobierno Autonomo Municipal De Uyuni,Adquisicion De Medicamentos Hecho En Bolivia D.S. 4505 Para La Ley 1152 Sus Hospital Jose Eduardo Perez,Si,07/04/2025,
25-1201-00-1539787-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Leche Para El Personal Obrero De Los Rellenos Sanitarios, Gestion 2025",Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1314-00-1540325-1-1,Gobierno Autonomo Municipal De Villa Tunari,Primera Compra Trimestral De Carnes Y Varios Para El Servicio De Alimentación Del Hospital San Francisco Asís-Por C.N.C. (Compra Hecho En Bolivia )- Programa Sus Ley 1152 Gam-V. T Gestión -2025,Si,04/04/2025,
25-0417-09-1540319-1-1,Caja Nacional De Salud - Regional La Paz,4 Items. Material De Limpieza. Servicio De Sub Almacen Hode Otorrino Oftalmologico,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-42-1538668-1-1,Instituto Nacional Del Torax,Adquisición De Confecciones Y Textiles Hospitalarios Para La Atención De Pacientes Del Int,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0599-00-1539836-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,Adquisición De Detector De Metales Para La Planta De Derivados Viacha,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0599-00-1539971-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Cajas Apicolas De Fomento Para Los Municipios De (Licoma, Irupana Y Cajuata) Del Departamento De La Paz Para El Programa Nacional De Fortalecimiento Y Apoyo A La Producción Apícola, Bajo Criterios De Resiliencia Al Cambio Climático",Si,04/04/2025,
25-0902-34-1540283-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Hemocultivos Y Cromoagares Para Bacterologia Del Hospital El Alto Sur,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1501-05-1540248-1-1,Dirección Técnica Municipal De Salud,Adquisicion De Productos De Artes Graficas Y Otros Relacionados Para El Centro De Salud Ambulatorio Plan 40,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0422-00-1540085-1-1,Caja Bancaria Estatal De Salud,Adquisicion De Protesis Articulares,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1401-03-1538934-1-1,Secretaria Municipal De Salud Integral Y Deportes,Adquisicion De Material De Limpieza Primer Trimestre Hospital De Ii Nivel Barrios Mineros - Gestion 2025,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0517-00-1537129-1-2,Corporacion Minera De Bolivia - Comibol,Adquisición De Herramientas Para Oficina De Sistemas (Emh-Os-2025),No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0902-38-1540220-1-1,Instituto Nacional De Oftalmologia,Adquisicion De Oftalmicos Ii,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0802-00-1540250-1-1,Empresa Local De Agua Potable Y Alcantarillado Elapas Sucre - Elapas,Adquisicion De Accesorios Para Instalaciones Nuevas,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-34-1540231-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Reactivos Para El Equipo Mindray Para Pacientes Del Heas,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-09-1536444-2-1,Caja Nacional De Salud - Regional La Paz,116.700 Com. Retinol (Vitamina A) 10.000 Ui. Supervision De Farmacia Regional La Paz,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1315-00-1540251-1-1,Gobierno Autonomo Municipal De Punata,Funcionamiento Y Equipamiento Centros De Salud De 1er. Nivel Punata Seguro Unico De Salud Sus. (Adq. De Medicamentos Del Sus Para Los Centros De Salud De 1er. Nivel),Si,04/04/2025,
25-0418-07-1540170-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,“Compra De Materiales E Insumos De Enfermeria.Unid Adm Hai”,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0046-00-1538980-1-1,Ministerio De Salud Y Deportes,Adquisición De Equipos De Computación De Escritorio Para La Unidad De Recursos Humanos,Si,04/04/2025,
25-0292-00-1540155-1-1,Vias Bolivia,Llantas Y Neumaticos Para El Parque Automotor De La Oficina Regional Cochabamba,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0802-00-1540217-1-1,Empresa Local De Agua Potable Y Alcantarillado Elapas Sucre - Elapas,Adquisicion De 38.000 Kg De Cal Hidratada,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1748-00-1538145-1-1,Gobierno Autonomo Municipal De Okinawa Uno,Adquisición De Medicamentos Primer Semestre 2025 Centro De Salud Nuevo Horizonte Del Municipio De Okinawa Uno,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0907-00-1540146-1-1,Gobierno Autónomo Departamental De Santa Cruz,"Adquisicion De Papel De Escritorio Y Otros Para El Hospital De Tercer Nivel Montero, Gestión 2025, Sdsdh",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-34-1540205-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Tarjetas Para El Equipo De Vtk2 Para Pacientes Del Heas,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1501-00-1540196-1-1,Gobierno Autonomo Municipal De Potosi,Adquisición De Material De Limpieza Para La Jefatura De Adquisiciones - Fortalecimiento Institucional Md,No,07/04/2025,
25-0660-09-1540182-1-1,Direccion Administrativa Y Financiera - Organo Judicial - Pando,Primera Adquisicion De Toners Brother Para El Organo Judicial De Pando Gestion 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1201-00-1540034-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Botas Y Botines Para El Personal De La Direccion De Emergencias Municipales Gestion 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0906-03-1540116-1-1,Servicio Departamental De Salud Tarija - Sedes,Adquisicion De Items Declarados Desiertos (Reactivos 1 Enero) Para El Hospital Regional San Juan De Dios,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion
Especificaciones Tecnicas"
25-0389-00-1540185-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Primera Adquisicion De Medicamentos Regional La Paz,Si,04/04/2025,
25-0417-04-1540151-1-1,Caja Nacional De Salud Regional Cochabamba,Arroz,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-34-1540167-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Medicamentos Paleativos Para La Atencion De Pacientes Que Acuden Al Heas,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1731-00-1540136-1-1,Gobierno Autonomo Municipal De Pampa Grande,Adquisición De Productos Alimenticios Para El Desayuno Escolar Del Municipio De Pampagrande (Gestión 2025),Si,04/04/2025,
25-0902-34-1540128-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Complementos Nutricionales Para La Atencion De Pacientes Que Requieran Nutricion Del Heas,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1734-00-1539603-1-1,Gobierno Autonomo Municipal De Montero,Adquisición De Placas Radiográficas Para El Servicio De Hemodiálisis,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0591-00-1540073-1-1,"Empresa Estatal De Transporte Por Cable ""Mi Teleferico""",Ge - Adquisición De Ropa De Trabajo Para La Eetc Mt,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1501-00-1540022-1-1,Gobierno Autonomo Municipal De Potosi,Adquisición De Filtros Para Diferentes Vehículos Y Motocicletas Patrulleros Policiales Del Municipio De Potosí - Seguridad Ciudadana Md.,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0417-04-1540043-1-1,Caja Nacional De Salud Regional Cochabamba,Azucar,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0597-00-1539670-1-1,Empresa Pública Nacional Estratégica De Yacimientos De Litio Bolivianos - Ylb,Adquisición De Repuestos Para Bus Toyota Coaster,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-02-1539936-1-1,Caja Nacional De Salud (Regional Cobija),"Medicamentos (21 Items), Cns Administracion Regional Pando",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0424-01-1540077-1-1,Caja De Salud Cordes Regional La Paz,"Equipo Portátil Alta, Baja Rotación",No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0389-00-1540051-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Adquisicion Repuestos Para Gradas Electricas Y Ascensores De La Regional La Paz,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1261-00-1534734-1-1,Gobierno Autonomo Municipal De Pucarani,Adquisición De Material De Escritorio Para Las Unidades Educativas Del Municipio De Pucarani,No,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1730-00-1539697-1-1,Gobierno Autonomo Municipal De Samaipata,Adquisición Primer Semestre De Material De Escritorio Para Los Diferentes Establecimientos De Salud Del Gams,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-34-1540039-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Reactivos Para Quimica Sanguinea Para Pacientes Del Heas,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1533-00-1540019-1-1,Gobierno Autonomo Municipal De Arampampa,Adquisición De Equipos Y Sillones Ontológicos Para Red De Salud Safci Arampampa En Modalidad Anpe Gestion 2025,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1201-00-1539940-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Reactivos E Insumos De Quimica Sanguinea Para El Servicio De Laboratorio Hospital Municipal La Portada Gestion 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0517-00-1539989-1-1,Corporacion Minera De Bolivia - Comibol,Adquisicion De Accesorios Para Plomeria (Const-Emh-2025),No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1247-00-1539857-1-1,Gobierno Autonomo Municipal De Mocomoco,Adquisicion De Llantas Para Maquinaria Pesada Retroexcavadora Caterpillar 416f2,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0902-34-1540013-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Soluciones Para El Equipo Abl835 Flex Para Pacientes Del Heas,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-03-1530126-2-1,Caja Nacional De Salud Regional Santa Cruz,07 Item Reactivos Compatibles Con Equipo Analizador De Electrolitros Prolite Plus- Supervision Regional De Laboratorios,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1704-00-1539996-1-1,Gobierno Autonomo Municipal De La Guardia,Adquisición De Material De Limpieza Para La Distribucion A Los Diferentes Centros De Salud Del Municipio De La Guardia D.S.4505.,Si,08/04/2025,
25-0417-04-1538897-1-1,Caja Nacional De Salud Regional Cochabamba,Queso,No,04/04/2025,
25-1201-00-1539979-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Propofol, Hierro Y Otros Para El Hospital Municipal La Merced, Gestion 2025",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-34-1539980-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Membranas Para El Equipo Abl 835 Flex Para Pacientes Del Heas,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1201-00-1538853-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Equipo De Venoclisis, Acido Peracetico Y Otros Para El Hospital Municipal La Merced, Gestion 2025",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1259-00-1538063-1-1,Gobierno Autonomo Municipal De Palos Blancos,"Provision De Alimentacion Complementaria (Desayuno Escolar) Para Las Unidades Educativas “Palos Blancos “A”, Brecha “C”, San Martin De Agua Rica, Sapecho “A”, Brecha “B”, Mapurichuqui, Villazon, Alfredo Ovando Candia, Paz, 16 De Marzo Patuju, Pauca Sorata, Advenir, Nueva Alianza, San Bernardo, San Luis Grande, Bisal, Palos Blancos “D”, Suapi, Norte Amazonico, Indigena Apichana, El Collasuyo, Marcelo Quiroga Santa Cruz, San Miguel De Muchane, San Juan De Pojponendo, Popoy, Luz Porvenir, Mejillones, Arancibia De Mosetenes, Vencedor, Lucero, 25 De Septiembre, La Cascada, San Pedro De Motacusal, Tucupi, Santa Ana De Mosetenes, Colorado, Tohomonoco, San Miguel De Huachi, Naranjani, Remolinos, Alto Remolinos, Union Omasuyos, Cumbre, Covendo, San Pedro De Cogotay, Simay, Cocochi, Puerto Carmen, Agua Dulce, Villa Concepcion, San Jose, Olivos, Charcas Ii, Charcas Iii, Inicua, Delicias, Villa Coroico, El Sillar Y El Moseten” Gestion 2025",Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1539-00-1539962-1-1,Gobierno Autonomo Municipal De Ckochas,Adquisición De Complemento Nutricional (Carmelo) Para El Adulto Mayor Gestión 2025,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1539-00-1539938-1-1,Gobierno Autonomo Municipal De Ckochas,Adquisicion Alimentacion Complementaria (Nutribebe),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-34-1539954-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Diluyentes Para El Equipo Abl835 Flex Para Pacientes Del Heas,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1201-00-1538376-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Omeprazol, Eritropoyetina Y Otros Para El Hospital Municipal La Merced, Gestion 2025",Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-02-1539927-1-1,Caja Nacional De Salud (Regional Cobija),"Medicamentos (5 Items), Cns Administracion Regional Pando",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1755-00-1539907-1-1,Gobierno Autonomo Municipal De Cuatro Canadas,Adquisición De Materiales De Escritorio Y Oficina Para El Ejecutivo Y Direcciones Del Gamcc,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0046-39-1539169-1-1,Programa De Protección Social Madre Niño-Niña Bono Juana Azurduy,Adquisición De Toners Para El Programa Bono Juana Azurduy,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0015-15-1539901-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon","Adquisición De Baterías Para Vehículos Operativos Y Unidades De Superficie De La Fuerza De Tarea Especial ""Diablos Azules""",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria
Documento Base de Contratacion"
25-1505-00-1539522-1-1,Gobierno Autonomo Municipal De Uncia,Mejoramiento De Ganado Camelido Raza Q´Ara En Tres Comunidades Del Ayllu Aymaya Del Municipio De Uncia,Si,07/04/2025,"Especificaciones Tecnicas
Documento Base de Contratacion
Convocatoria"
25-0046-13-1539861-1-1,Escuela Tecnica De Salud Boliviano-Japonesa De Cooperacion Andina,Compra De Equipo De Computacion Para El Fortalecimiento Del Proceso Educativo En Aula,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-06-1537436-1-1,Caja Nacional De Salud (Regional Chuquisaca),Adquisición De Ropa De Trabajo Para El Personal De Enfermeria Solicitado Por La Jefatura Regional De Enfermería,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0035-01-1539788-1-1,Servicio De Impuestos Nacionales,Adquisición De Material De Escritorio Para Oficina Central Del Sin Gestión 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0951-00-1539906-1-1,Banco Central De Bolivia - Bcb,Adquisicion De Monitores,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0203-00-1539457-1-1,Autoridad De Supervision Del Sistema Financiero,Adquisición De Impresoras Y Escaneres - Jtic,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0035-01-1539388-1-1,Servicio De Impuestos Nacionales,Adquisición De Equipos De Video Para Asistencia Remota En Los Cpd Del Sin,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0015-00-1539897-1-1,Ministerio De Gobierno,Adquisición De Equipos Biométricos Para El Registro Y Control De Personal Del Ministerio De Gobierno,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1206-00-1539891-1-1,Gobierno Autonomo Municipal De Viacha,Servicios De Salud Universal Y Gratuita - Sus (Adquisicion De Placas Radiograficas Para El Servicio De Rayos X Del Hospital De 2do Nivel Viacha),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1211-00-1528130-2-1,Gobierno Autonomo Municipal De Sicasica (Villa Aroma),Provisión De Alimentación Complementaria Escolar Gestión 2025 Municipio De Sica Sica,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion
Especificaciones Tecnicas"
25-0905-07-1538782-1-1,Hospital Tercer Nivel Potosi,Adquisición De Material De Limpieza Primer Semestre,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1306-00-1539548-1-1,Gobierno Autonomo Municipal De Colcapirhua,"Adquisicion De Insumos Odontologicos Para La Atencion De Pacientes Beneficiarios De La Ley 1152 S.U.S. Del H.M.A. Cuschieri, C.S.I. Colcapirhua Y Sus 4 Centros Ambulatorios – Primer Semestre Gestion 2025",Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0599-00-1539582-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Codificadora ""Ink Jet"" Para La Planta Procesadora De Lácteos De San Lorenzo",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-2302-00-1529712-1-1,Empresa Municipal De Agua Potable Y Alcantarillado Sacaba,Adquisicion Ropa De Trabajo Y Seguridad Industrial Para El Personal De Emapas,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1201-00-1539881-1-1,Gobierno Autonomo Municipal De La Paz,Adquisición De Jeringas Descartables Y Otros Insumos Para El Sus Del Hospital Municipal Los Pinos Gestión 2025,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0145-00-1539758-1-1,Universidad Autonoma Juan Misael Saracho,Compra De Taburetes Metalicos Para Aulas De Taller De La Carrera De Arquitectura Y Urbanismo - Proyecto 00697,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1537121-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Ionograma Para El Laboratorio Del Hospital Municipal La Merced Gestion 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1314-00-1539874-1-1,Gobierno Autonomo Municipal De Villa Tunari,Anpe 018-2025 Adquisicion De Repuestos Para Volqueta Nissan - Hino Villa Tunari Municipio,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-2303-00-1539852-1-1,Empresa Municipal De Areas Verdes Y Recreacion Alternativa - Emavra,Adquisicion De Ropa De Trabajo Camisas Manga Larga Tela Caqui Y Tela Jean Para El Personal De Emavra Gestion 2025,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-05-1539805-1-1,Caja Nacional De Salud (Regional Oruro),Insumos Medicos,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0070-00-1539654-1-1,"Ministerio De Trabajo, Empleo Y Previsión Social","Adquisición De Equipos De Comunicación, Switches De Alto Rendimiento Para La Interconexión De Los Servidores Del Mteps",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-2315-00-1533662-2-1,Empresa Municipal De Servicios De Aseo - Emsa,Parca (Varones),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1539834-1-1,Gobierno Autonomo Municipal De La Paz,Adquisición De Telas Adhesivas Y Otros Insumos Para El Sus Del Hospital Municipal Los Pinos Gestión 2025,No,04/04/2025,"Oferta del Proveedor Identificado
Oferta del Proveedor Identificado
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor"
25-1314-00-1539759-1-1,Gobierno Autonomo Municipal De Villa Tunari,Adquisicion De Reactivos De Laboratorio Para Hospital San Francisco De Asis Programa Sus Ley 1152 G.A.M. Villa Tunari,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0234-00-1539791-1-1,Servicio Geologico Minero - Sergeomin,Adquisición De Reactivos Químicos Para El Laboratorio Químico De La Regional Oruro Del Sergeomin Gestión 2024,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1539391-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Pinturas, Arena, Cables, Discos De Corte, Y Otros Para El Fortalecimiento Del Fondo De Atencion Ciudadana Respuesta Inmediata Subalcaldia Iii Periferica Distrito 11 Gestion 2025",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0422-00-1539319-1-1,Caja Bancaria Estatal De Salud,Adquisición De Calzados Para El Personal De Salud De La Caja Bancaria Estatal De Salud,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0903-15-1538511-1-1,Insttituto De Gastroenterologia Boliviano Japones Cochabamba,Compra De Reactivos E Insumos Para El Area De Microbiologia De Laboratorio Clinico General Nivel Iii Del Instituto Gastroenterologico Boliviano Japones.,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1532-00-1539799-1-1,Gobierno Autonomo Municipal De Porco,Adquisicion De Materiales Deportivos Para Las Unidades Educativas Del Nivel Secundario Del Municipio De Porco,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0681-00-1539643-1-1,Ministerio Publico,Segunda Adquisición De Tóner Para Stock De Almacenes De La Fiscalía Departamental De Santa Cruz,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1220-00-1539801-1-1,Gobierno Autonomo Municipal De Cajuata,Apoyo En Mantenimiento Y Equipamiento A Los Centros De Salud (Adquisición De Mobiliario Para Los Puestos De Salud De Miguillas Y Cheka Del Municipio De Cajuata – Gestion 2025),Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-34-1539823-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Medicamentos Esenciales Para El Servicio De Oncologia,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1735-00-1539583-1-1,Gobierno Autonomo Municipal De General Agustin Saavedra,Compra De Complemento Nutricional (Carmelo) Para El C.S. Abelardo Suarez Vasquez Y Todos Los Puestos De Salud Del Municipio De Gral. Saavedra De Acuerdo Al D.S. 0181,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1605-00-1539070-1-1,Gobierno Autonomo Municipal De Carapari,Adquisicion De Llantas Para Maquinarias Agricolas Y Vehiculos Livianos De La Mecanizacion,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-2303-00-1527380-2-1,Empresa Municipal De Areas Verdes Y Recreacion Alternativa - Emavra,Adquisicion De Pinturas Para El Servicio “Mantenimiento De Fuentes Municipio Cochabamba”,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1539175-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Pinturas, Arena, Cables, Discos De Corte, Y Otros Para El Fortalecimiento Del Fondo De Atencion Ciudadana Respuesta Inmediata Subalcaldia Iii Periferica Distrito 13 Gestion 2025",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1334-00-1539699-1-1,Gobierno Autonomo Municipal De Chimore,Adquisicion De Vagoneta Para El Legislativo Municipal – Gam Chimore,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1604-00-1539570-1-1,Gobierno Autonomo Municipal De Yacuiba,Adquisicion De Material De Limpieza Para El Hospital Municipal Dr. Ruben Zelaya,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1206-00-1539734-1-1,Gobierno Autonomo Municipal De Viacha,"Const. Enlosetado Avenida Circunvalacion Entre Calle San Pablo Y Calle San Jorge, Urb. Rosario Ii D-7 (Adquisicion De Material Loseta Avenida Circunvalacion Entre Calle San Pablo Y Calle San Jorge)",No,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0340-00-1537301-1-1,Servicio General De Identificacion Personal,Adquisicion De Impresoras Operativas Para Las Oficinas Departamentales Del Segip,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-34-1539783-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Medicamentos De Urgencia Para La Continuidad De Los Servicios Del Heas,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1112-00-1537642-1-1,Gobierno Autonomo Municipal De Sopachuy,Adquisición De Medicamentos E Insumos Médicos Para El S.U.S Y Fondo Rotatorio Del Municipio De Sopachuy Correspondiente Al Primer Semestre Gestión 2025.,Si,04/04/2025,"Documento Base de Contratacion
Especificaciones Tecnicas
Convocatoria"
25-1205-00-1539733-1-1,Gobierno Autonomo Municipal De El Alto,"Mant. Preventivo, Operación Y Func. De Maquinaria Pesada, Semipesada, Livianos Y Equipos Gamea - Ampa (Adq. De Baterias Para Maquinaria Pesada, Vehiculos Livianos Y Motocicletas)",Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
